OBJECTID,SiteName,SiteNumber,Longitude,Latitude,Region,Sampling_Type,Location_Notes,x,y
866,Glenelg Fishkill (Nov),6000204,138.50894,-34.97869,Ad hoc - metropolitan,Karenia counts,,138.50894,-34.978690001
867,Kingston Park (Nov),6000207,138.51243,-35.04061,Ad hoc - metropolitan,Karenia counts,,138.51243,-35.0406100009999
868,Somerton Park Beach (Nov),6000221,138.51006,-34.99958,Ad hoc - metropolitan,Karenia counts,,138.51006,-34.999580001
869,Seaford Fishkill 1 (Dec),6000214,138.4672,-35.18113,Ad hoc - metropolitan,Karenia counts,,138.4672,-35.1811300009999
870,Seaford Fishkill 2 (Dec),6000215,138.46706,-35.18042,Ad hoc - metropolitan,Karenia counts,,138.46706,-35.180420001
871,Seaford Fishkill 3 (Dec),6000216,138.46678,-35.17969,Ad hoc - metropolitan,Karenia counts,,138.46678,-35.179690001
872,Port Willunga Fishkill 1 (Dec),6000211,138.46113,-35.25816,Ad hoc - Southern Fleurieu,Karenia counts,,138.46113,-35.258160001
873,Port Willunga Fishkill 2 (Dec),6000212,138.46121,-35.25712,Ad hoc - Southern Fleurieu,Karenia counts,,138.46121,-35.257120001
874,Port Willunga Fishkill 3 (Dec),6000213,138.46134,-35.25564,Ad hoc - Southern Fleurieu,Karenia counts,,138.46134,-35.255640001
875,Brown Bay (Dec),6000197,140.833194,-38.041639,Ad hoc - South East,Karenia counts,,140.833194,-38.041639001
876,Tennyson Fishkill 1 (Dec),6000223,138.4849,-34.8891,Ad hoc - metropolitan,Karenia counts,,138.4849,-34.889100001
877,Tennyson Fishkill 2 (Dec),6000224,138.48428,-34.88865,Ad hoc - metropolitan,Karenia counts,,138.48428,-34.888650001
878,Tennyson Fishkill 3 (Dec),6000225,138.48489,-34.89025,Ad hoc - metropolitan,Karenia counts,,138.48489,-34.890250001
879,Normanville Fishkill 1 (Dec),6000208,138.30763,-35.44521,Ad hoc - Southern Fleurieu,Karenia counts,,138.30763,-35.445210001
880,Normanville Fishkill 2 (Dec),6000209,138.30841,-35.44446,Ad hoc - Southern Fleurieu,Karenia counts,,138.30841,-35.444460001
881,Normanville Fishkill 3 (Dec),6000210,138.3071,-35.44563,Ad hoc - Southern Fleurieu,Karenia counts,,138.3071,-35.445630001
882,Silver Sands Fishkill 1 (Dec),6000218,138.44768,-35.31184,Ad hoc - Southern Fleurieu,Karenia counts,,138.44768,-35.311840001
883,Silver Sands Fishkill 2 (Dec),6000219,138.44763,-35.31049,Ad hoc - Southern Fleurieu,Karenia counts,,138.44763,-35.3104900009999
884,Silver Sands Fishkill 3 (Dec),6000220,138.44745,-35.30844,Ad hoc - Southern Fleurieu,Karenia counts,,138.44745,-35.308440001
885,HAB 38 Bottom,7100038,136.845,-35.11,Offshore,Karenia counts,,136.845,-35.1100000009999
886,HAB 38 Surface,7000038,136.845,-35.11,Offshore,Karenia counts,,136.845,-35.1100000009999
887,HAB 39 Bottom,7100039,136.6561,-35.01811,Offshore,Karenia counts,,136.6561,-35.018110001
888,HAB 39 Surface,7000039,136.6561,-35.01811,Offshore,Karenia counts,,136.6561,-35.018110001
889,HAB 40 Bottom,7100040,136.4676,-34.92595,Offshore,Karenia counts,,136.4676,-34.9259500009999
890,HAB 40 Surface,7000040,136.4676,-34.92595,Offshore,Karenia counts,,136.4676,-34.9259500009999
891,HAB 41 Bottom,7100041,136.2797,-34.8335,Offshore,Karenia counts,,136.2797,-34.8335000009999
892,HAB 41 Surface,7000041,136.2797,-34.8335,Offshore,Karenia counts,,136.2797,-34.8335000009999
893,HAB 42 Bottom,7100042,136.0918,-34.74078,Offshore,Karenia counts,,136.0918,-34.740780001
894,HAB 42 Surface,7000042,136.0918,-34.74078,Offshore,Karenia counts,,136.0918,-34.740780001
895,Carrickalinga Fishkill 1 (Dec),6000226,138.3206582,-35.42516409,Ad hoc - Southern Fleurieu,Karenia counts,,138.3206582,-35.4251640909999
896,Carrickalinga Fishkill 2 (Dec),6000227,138.32062,-35.4254,Ad hoc - Southern Fleurieu,Karenia counts,,138.32062,-35.425400001
897,Carrickalinga Fishkill 3 (Dec),6000228,138.31984,-35.42638,Ad hoc - Southern Fleurieu,Karenia counts,,138.31984,-35.426380001
898,Normanville Fishkill 1 (Dec ii),6000229,138.30779,-35.4448,Ad hoc - Southern Fleurieu,Karenia counts,,138.30779,-35.444800001
899,Normanville Fishkill 2 (Dec ii),6000230,138.30737,-35.44528,Ad hoc - Southern Fleurieu,Karenia counts,,138.30737,-35.445280001
900,Normanville Fishkill 3 (Dec ii),6000231,138.30695,-35.44567,Ad hoc - Southern Fleurieu,Karenia counts,,138.30695,-35.4456700009999
901,Stony Point,5000042,137.752294,-32.99594,Regional - Eyre Peninsula,Quick scan (presence of potentially harmful species),,137.752294,-32.995940001
902,Browns Beach,5000028,136.89305,-35.181327,Regional - Yorke Peninsula,Quick scan (presence of potentially harmful species),,136.89305,-35.1813270009999
903,Little Emu Beach,5000029,136.944268,-35.272766,Regional - Yorke Peninsula,Quick scan (presence of potentially harmful species),,136.944268,-35.272766001
904,Shell Beach,5000030,136.87219,-35.191708,Regional - Yorke Peninsula,Quick scan (presence of potentially harmful species),,136.87219,-35.1917080009999
905,Chinamans,5000031,136.918405,-35.286212,Regional - Yorke Peninsula,Quick scan (presence of potentially harmful species),,136.918405,-35.286212
906,West Bay,5000032,136.831875,-35.235513,Regional - Yorke Peninsula,Quick scan (presence of potentially harmful species),,136.831875,-35.235513001
907,West Cape,5000033,136.828189,-35.248911,Regional - Yorke Peninsula,Quick scan (presence of potentially harmful species),,136.828189,-35.248911001
908,Deep Pondalowie Bay,5000034,136.371233,-35.23925,Ad hoc - offshore,Karenia counts,,136.371233,-35.239250001
909,Susanne Shoal,5000035,136.5713,-35.2384833,Ad hoc - offshore,Karenia counts,,136.5713,-35.238483301
910,Pondalowie Out Front Surface,5000036,136.8104833,-35.22635,Ad hoc - offshore,Karenia counts,,136.8104833,-35.226350001
911,Pondalowie Mooring Surface,5000037,136.83555,-35.2304833,Ad hoc - offshore,Karenia counts,,136.83555,-35.2304833009999
912,Smiths Bay Beach,2000025,137.445,-35.5962,Regional - Kangaroo Island,Quick scan (presence of potentially harmful species),,137.445,-35.5962000009999
913,Stokes Bay Boat Ramp,2000024,137.2037,-35.625,Regional - Kangaroo Island,Quick scan (presence of potentially harmful species),,137.2037,-35.6250000009999
914,Moana - Seaford Beach,5000038,138.465,-35.184722,Ad hoc - metropolitan,Quick scan (presence of potentially harmful species),,138.465,-35.184722001
915,Moana Beach,5000039,138.467778,-35.201944,Ad hoc - metropolitan,Quick scan (presence of potentially harmful species),,138.467778,-35.201944001
916,Sellicks Silver Sands Beach,5000040,138.443333,-35.304722,Ad hoc - Southern Fleurieu,Quick scan (presence of potentially harmful species),,138.443333,-35.304722001
917,Sellicks Beach,5000041,138.443333,-35.334167,Ad hoc - Southern Fleurieu,Quick scan (presence of potentially harmful species),,138.443333,-35.334167001
918,Browns Surface,5000045,136.86028,-35.174783,Ad hoc - offshore,Karenia counts,,136.86028,-35.174783001
919,Browns Bottom,5100045,136.86028,-35.174783,Ad hoc - offshore,Karenia counts,,136.86028,-35.174783001
920,Inner Maquarie Bottom,5100048,136.69035,-35.2832166,Ad hoc - offshore,Karenia counts,,136.69035,-35.2832166009999
921,Inner Maquarie Surface,5000048,136.69035,-35.2832166,Ad hoc - offshore,Karenia counts,,136.69035,-35.2832166009999
922,Lawrey Bottom,5100049,136.75525,-35.242616,Ad hoc - offshore,Karenia counts,,136.75525,-35.2426160009999
923,Lawrey Surface,5000049,136.75525,-35.242616,Ad hoc - offshore,Karenia counts,,136.75525,-35.2426160009999
924,Outer Maquarie Bottom,5100047,136.622983,-35.320816,Ad hoc - offshore,Karenia counts,,136.622983,-35.320816001
925,Outer Maquarie Surface,5000047,136.622983,-35.320816,Ad hoc - offshore,Karenia counts,,136.622983,-35.320816001
926,Pondalowie 1 Bottom,5100044,136.830783,-35.204716,Ad hoc - offshore,Karenia counts,,136.830783,-35.204716001
927,Pondalowie 1 Surface,5000044,136.830783,-35.204716,Ad hoc - offshore,Karenia counts,,136.830783,-35.204716001
928,Pondalowie Beach,5000043,136.838466,-35.23551,Ad hoc - Yorke Peninsula,Karenia counts,,136.838466,-35.235510001
929,Pondalowie Mooring Bottom,5100037,136.83555,-35.2304833,Ad hoc - offshore,Karenia counts,,136.83555,-35.2304833009999
930,Pondalowie Out Front Bottom,5100036,136.8104833,-35.22635,Ad hoc - offshore,Karenia counts,,136.8104833,-35.226350001
931,Waller Bottom,5100046,136.7954,-35.209966,Ad hoc - offshore,Karenia counts,,136.7954,-35.2099660009999
932,Waller Surface,5000046,136.7954,-35.209966,Ad hoc - offshore,Karenia counts,,136.7954,-35.2099660009999
933,North of Thistle Surface,5000050,136.18636,-34.88795,Ad hoc - offshore,Karenia counts,,136.18636,-34.887950001
934,North of Thistle Bottom,5100050,136.18636,-34.88795,Ad hoc - offshore,Karenia counts,,136.18636,-34.887950001
935,Wedge Island North,5000051,136.45107,-35.13585,Ad hoc - offshore,Karenia counts,,136.45107,-35.1358500009999
936,Wedge Island Bay Bottom,5100052,136.46518,-35.14227,Ad hoc - offshore,Karenia counts,,136.46518,-35.1422700009999
937,West of Wedge Island Surface,5000053,136.42204,-35.09964,Ad hoc - offshore,Karenia counts,,136.42204,-35.099640001
938,West of Wedge Island Bottom,5100053,136.42204,-35.09964,Ad hoc - offshore,Karenia counts,,136.42204,-35.099640001
939,HAB 43 Bottom,7100043,136.68395,-35.20468333,Offshore,Karenia counts,,136.68395,-35.2046833329999
940,HAB 43 Surface,7000043,136.68395,-35.20468333,Offshore,Karenia counts,,136.68395,-35.2046833329999
941,HAB 46 Bottom,7100046,136.99416667,-35.36976667,Offshore,Karenia counts,,136.994166667,-35.369766667
942,HAB 46 Surface,7000046,136.99416667,-35.36976667,Offshore,Karenia counts,,136.994166667,-35.369766667
943,HAB 47 Bottom,7100047,136.5384,-35.13603333,Offshore,Karenia counts,,136.5384,-35.1360333329999
944,HAB 47 Surface,7000047,136.5384,-35.13603333,Offshore,Karenia counts,,136.5384,-35.1360333329999
945,Emmes Bottom,5100054,136.8169,-35.3065,Ad hoc - offshore,Karenia counts,,136.8169,-35.3065
946,Emmes Surface,5000054,136.8169,-35.3065,Ad hoc - offshore,Karenia counts,,136.8169,-35.3065
947,Neels Bottom,5100055,136.3847,-35.3239,Ad hoc - offshore,Karenia counts,,136.3847,-35.3239
948,Neels Surface,5000055,136.3847,-35.3239,Ad hoc - offshore,Karenia counts,,136.3847,-35.3239
949,Althorpe Bottom,5100056,136.8662666,-35.377333,Ad hoc - offshore,Karenia counts,,136.8662666,-35.377333
950,Althorpe Surface,5000056,136.8662666,-35.377333,Ad hoc - offshore,Karenia counts,,136.8662666,-35.377333
951,Outer Suzzane Bottom,5100057,136.5797,-35.2788,Ad hoc - offshore,Karenia counts,,136.5797,-35.2787999999999
952,Outer Suzzane Surface,5000057,136.5797,-35.2788,Ad hoc - offshore,Karenia counts,,136.5797,-35.2787999999999
953,Cape Wiles Bottom,5100058,135.67819,-34.98059,Ad hoc - offshore,Karenia counts,,135.678190002,-34.980590005
954,Cape Wiles Surface,5000058,135.67819,-34.98059,Ad hoc - offshore,Karenia counts,,135.678190002,-34.980590005
955,Williams Island Bottom,5100059,135.96927,-35.01717,Ad hoc - offshore,Karenia counts,,135.96927,-35.01717
956,Williams Island Surface,5000059,135.96927,-35.01717,Ad hoc - offshore,Karenia counts,,135.96927,-35.01717
957,Maclaren Point Bottom,5100060,136.02853,-34.8036,Ad hoc - offshore,Karenia counts,,136.02853,-34.8036
958,Maclaren Point Surface,5000060,136.02853,-34.8036,Ad hoc - offshore,Karenia counts,,136.02853,-34.8036
959,Boston Aquawatch Bottom,5100061,135.90019,-34.71789,Ad hoc - offshore,Karenia counts,,135.90019,-34.71789
960,Boston Aquawatch Surface,5000061,135.90019,-34.71789,Ad hoc - offshore,Karenia counts,,135.90019,-34.71789
961,West Cape Offshore Surface,5000062,136.89325,-35.32404,Ad hoc - offshore,Karenia counts,,136.89325,-35.324040001
962,West Cape Offshore Bottom,5100062,136.89325,-35.32404,Ad hoc - offshore,Karenia counts,,136.89325,-35.324040001
963,Daly Head Surface,5000063,136.91185,-35.044683,Ad hoc - offshore,Karenia counts,,136.91185,-35.044683001
964,Daly Head Bottom,5100063,136.91185,-35.044683,Ad hoc - offshore,Karenia counts,,136.91185,-35.044683001
965,Lake Macquarie Bank Surface,5000064,136.641653,-35.3125,Ad hoc - offshore,Karenia counts,,136.641653,-35.3124999999999
966,Lake Macquarie Bank Bottom,5100064,136.641653,-35.3125,Ad hoc - offshore,Karenia counts,,136.641653,-35.3124999999999
967,HAB 44 Bottom,7100044,136.5197667,-35.309,Offshore,Karenia counts,,136.5197667,-35.309
968,HAB 44 Surface,7000044,136.5197667,-35.309,Offshore,Karenia counts,,136.5197667,-35.309
969,HAB 45 Bottom,7100045,136.7488,-35.35551667,Offshore,Karenia counts,,136.7488,-35.3555166699999
970,HAB 45 Surface,7000045,136.7488,-35.35551667,Offshore,Karenia counts,,136.7488,-35.3555166699999
971,Site 1 (Jan),5000065,136.90991167,-35.15455,Ad hoc - offshore,Karenia counts,,136.909911667,-35.154550001
972,"Site 2 (Jan)
",5000066,136.90991167,-35.15381667,Ad hoc - offshore,Karenia counts,,136.909911667,-35.1538166679999
973,Site 3 (Jan),5000067,136.90991167,-35.15528333,Ad hoc - offshore,Karenia counts,,136.909911667,-35.1552833339999
974,Corny Point,2000026,137.0106183,-34.89555,Regional - Yorke Peninsula,,,137.0106183,-34.8955500009999
975,Point Souttar Fishkill 2 (Jan),6000233,137.30196333,-34.92115167,Ad hoc - Yorke Peninsula,,,137.301963333,-34.9211516679999
976,Point Souttar Fishkill 1 (Jan),6000232,137.30305833,-34.92115167,Ad hoc - Yorke Peninsula,,,137.303058333,-34.9211516679999
977,Point Souttar Fishkill 3 (Jan),6000234,137.30086833,-34.92115167,Ad hoc - Yorke Peninsula,,,137.300868333,-34.9211516679999
978,HAB 48 Bottom,7100048,135.900507,-34.711394,Offshore,Karenia counts,,135.900507,-34.711394001
979,HAB 48 Surface,7000048,135.900507,-34.711394,Offshore,Karenia counts,,135.900507,-34.711394001
980,HAB 49 Bottom,7100049,135.997888,-34.72448,Offshore,Karenia counts,,135.997888,-34.724480001
981,HAB 49 Surface,7000049,135.997888,-34.72448,Offshore,Karenia counts,,135.997888,-34.724480001
982,HAB 50 Bottom,7100050,136.043852,-34.867644,Offshore,Karenia counts,,136.043852,-34.867644001
983,HAB 50 Surface,7000050,136.043852,-34.867644,Offshore,Karenia counts,,136.043852,-34.867644001
984,HAB 51 Bottom,7100051,136.059845,-34.949839,Offshore,Karenia counts,,136.059845,-34.9498390009999
985,HAB 51 Surface,7000051,136.059845,-34.949839,Offshore,Karenia counts,,136.059845,-34.9498390009999
986,HAB 52 Bottom,7100052,136.06174,-35.026231,Offshore,Karenia counts,,136.06174,-35.0262310009999
987,HAB 52 Surface,7000052,136.06174,-35.026231,Offshore,Karenia counts,,136.06174,-35.0262310009999
988,HAB 53 Bottom,7100053,136.320689,-35.062982,Offshore,Karenia counts,,136.320689,-35.062982001
989,HAB 53 Surface,7000053,136.320689,-35.062982,Offshore,Karenia counts,,136.320689,-35.062982001
990,HAB 55 Bottom,7100055,136.9338,-34.9208,Offshore,Karenia counts,,136.9338,-34.920800001
991,HAB 55 Surface,7000055,136.9338,-34.9208,Offshore,Karenia counts,,136.9338,-34.920800001
992,Neptune 50 Bottom,5100068,136.10416,-35.33215,Ad hoc - offshore,Karenia counts,,136.10416,-35.3321500009999
993,Neptune 50 Surface,5000068,136.10416,-35.33215,Ad hoc - offshore,Karenia counts,,136.10416,-35.3321500009999
994,Neptune North Bottom,5100069,136.113633,-35.315183,Ad hoc - offshore,Karenia counts,,136.113633,-35.315183001
995,Neptune North Surface,5000069,136.113633,-35.315183,Ad hoc - offshore,Karenia counts,,136.113633,-35.315183001
996,Neptune Bay Bottom,5100070,136.12218,-35.33135,Ad hoc - offshore,Karenia counts,,136.12218,-35.331350001
997,Neptune Bay Surface,5000070,136.12218,-35.33135,Ad hoc - offshore,Karenia counts,,136.12218,-35.331350001
998,Corny Point Dairy Rd,5000071,137.08429224,-34.91848135,Ad hoc - Yorke Peninsula,Quick scan (presence of potentially harmful species),,137.084292242,-34.9184813539999
999,HAB 54 Bottom,7100054,136.26332,-34.55,Offshore,Karenia counts,,136.26332,-34.5500000009999
1000,HAB 54 Surface,7000054,136.26332,-34.55,Offshore,Karenia counts,,136.26332,-34.5500000009999
1001,Thistle Ad Hoc 1 Bottom,5100072,136.14011,-35.02392,Ad hoc - offshore,Karenia counts,,136.14011,-35.023920001
1002,Thistle Ad Hoc 1 Surface,5000072,136.14011,-35.02392,Ad hoc - offshore,Karenia counts,,136.14011,-35.023920001
1003,Thistle Ad Hoc 2 Bottom,5100073,136.18312,-35.06205,Ad hoc - offshore,Karenia counts,,136.18312,-35.0620500009999
1004,Thistle Ad Hoc 2 Surface,5000073,136.18312,-35.06205,Ad hoc - offshore,Karenia counts,,136.18312,-35.0620500009999
1005,"Thistle Ad Hoc 3 Bottom
",5100074,136.1965,-35.04227,Ad hoc - offshore,Karenia counts,,136.1965,-35.042270001
1006,Thistle Ad Hoc 3 Surface,5000074,136.1965,-35.04227,Ad hoc - offshore,Karenia counts,,136.1965,-35.042270001
1007,Thistle Ad Hoc 4 Bottom,5100075,136.1611,-34.98414,Ad hoc - offshore,Karenia counts,,136.1611,-34.984140001
1008,Thistle Ad Hoc 4 Surface,5000075,136.1611,-34.98414,Ad hoc - offshore,Karenia counts,,136.1611,-34.984140001
1009,Spilsby Ad Hoc 1 Bottom,5100076,136.43011,-34.67059,Ad hoc - offshore,Karenia counts,,136.43011,-34.6705900009999
1010,Spilsby Ad Hoc 1 Surface,5000076,136.43011,-34.67059,Ad hoc - offshore,Karenia counts,,136.43011,-34.6705900009999
1011,Spilsby Ad Hoc 2 Bottom,5100077,136.43184,-34.60393,Ad hoc - offshore,Karenia counts,,136.43184,-34.603930001
1012,Spilsby Ad Hoc 2 Surface,5000077,136.43184,-34.60393,Ad hoc - offshore,Karenia counts,,136.43184,-34.603930001
1013,North Neptune,5000078,136.074167,-35.225,Ad hoc - offshore,Karenia counts,,136.074167,-35.225000001
1014,Low Rocks,5000079,136.033333,-35.183333,Ad hoc - offshore,Karenia counts,,136.033333,-35.1833330009999
1015,Tiperra Lighthouse,5000080,137.3999999,-34.04545961,Ad hoc - offshore,Karenia counts,,137.3999999,-34.045459611
1016,Curta Rocks Bottom,5100081,135.8485,-34.9257,Ad hoc - offshore,Karenia counts,,135.8485,-34.9257000009999
1017,Curta Rocks Surface,5000081,135.8485,-34.9257,Ad hoc - offshore,Karenia counts,,135.8485,-34.9257000009999
1018,Fishery Bay Bottom,5100082,135.713698,-34.938251,Ad hoc - offshore,Karenia counts,,135.713698,-34.938251001
1019,Fishery Bay Surface,5000082,135.713698,-34.938251,Ad hoc - offshore,Karenia counts,,135.713698,-34.938251001
1020,Red Banks Bottom,5100083,135.589962,-34.909758,Ad hoc - offshore,Karenia counts,,135.589962,-34.9097580009999
1021,Red Banks Surface,5000083,135.589962,-34.909758,Ad hoc - offshore,Karenia counts,,135.589962,-34.9097580009999
1022,Almonta Bottom,5100084,135.354419,-34.705836,Ad hoc - offshore,Karenia counts,,135.354419,-34.705836001
1023,Almonta Surface,5000084,135.354419,-34.705836,Ad hoc - offshore,Karenia counts,,135.354419,-34.705836001
1024,Hummock Bottom,5100085,135.12901,-34.711451,Ad hoc - offshore,Karenia counts,,135.12901,-34.7114510009999
1025,Hummock Surface,5000085,135.12901,-34.711451,Ad hoc - offshore,Karenia counts,,135.12901,-34.7114510009999
1026,Reef Point Bottom,5100086,135.093737,-34.482108,Ad hoc - offshore,Karenia counts,,135.093737,-34.482108001
1027,Reef Point Surface,5000086,135.093737,-34.482108,Ad hoc - offshore,Karenia counts,,135.093737,-34.482108001
1028,Coffin Bay 1 Bottom,5100087,135.236353,-34.457626,Ad hoc - offshore,Karenia counts,,135.236353,-34.4576260009999
1029,Coffin Bay 1 Surface,5000087,135.236353,-34.457626,Ad hoc - offshore,Karenia counts,,135.236353,-34.4576260009999
1030,Coffin Bay 2 Bottom,5100088,135.360026,-34.464704,Ad hoc - offshore,Karenia counts,,135.360026,-34.464704001
1031,Coffin Bay 2 Surface,5000088,135.360026,-34.464704,Ad hoc - offshore,Karenia counts,,135.360026,-34.464704001
1032,Drummond Bottom,5100089,135.22947,-34.168068,Ad hoc - offshore,Karenia counts,,135.22947,-34.1680680009999
1033,Drummond Surface,5000089,135.22947,-34.168068,Ad hoc - offshore,Karenia counts,,135.22947,-34.1680680009999
1034,Point Turton 1 Bottom,5100090,137.2673,-34.8673,Ad hoc - offshore,Karenia counts,,137.2673,-34.8673000009999
1035,Point Turton 1 Surface,5000090,137.2673,-34.8673,Ad hoc - offshore,Karenia counts,,137.2673,-34.8673000009999
1036,Point Turton 2 Bottom,5100091,137.3247,-34.692283,Ad hoc - offshore,Karenia counts,,137.3247,-34.692283001
1037,Point Turton 2 Surface,5000091,137.3247,-34.692283,Ad hoc - offshore,Karenia counts,,137.3247,-34.692283001
1038,Dany Beach,5000092,137.062757,-34.913212,Ad hoc - Yorke Peninsula,Quick scan (presence of potentially harmful species) ,,137.062757,-34.913212001
1039,Louth Bay Jetty,2000029,135.934066,-34.540429,Regional - Eyre Peninsula,Quick scan (presence of potentially harmful species),,135.934066,-34.5404290009999
1040,North Shields Jetty,2000028,135.867466,-34.62911,Regional - Eyre Peninsula,Quick scan (presence of potentially harmful species),,135.867466,-34.629110001
1041,Port Lincoln Town Jetty,2000027,135.859721,-34.718097,Regional - Eyre Peninsula,Quick scan (presence of potentially harmful species),,135.859721,-34.7180970009999
1042,Point Turton 3 Bottom,5100093,137.390093,-34.809635,Ad hoc - offshore,Karenia counts,,137.390093,-34.8096350009999
1043,Point Turton 3 Surface,5000093,137.390093,-34.809635,Ad hoc - offshore,Karenia counts,,137.390093,-34.8096350009999
1044,Caso Bottom,5100094,136.574483,-35.79115,Ad hoc - offshore,Karenia counts,,136.574483,-35.7911500009999
1045,Caso Surface,5000094,136.574483,-35.79115,Ad hoc - offshore,Karenia counts,,136.574483,-35.7911500009999
1046,West End Bottom,5100095,136.503167,-35.778583,Ad hoc - offshore,Karenia counts,,136.503167,-35.778583001
1047,West End Surface,5000095,136.503167,-35.778583,Ad hoc - offshore,Karenia counts,,136.503167,-35.778583001
1048,Port Rickaby,2000030,137.492862909577,-34.6725172872359,Regional - Yorke Peninsula,Quick scan (presence of potentially harmful species),,137.492863,-34.672517001
1049,Hardwicke Bay,2000031,137.45537422,-34.88902925,Regional - Yorke Peninsula,Quick scan (presence of potentially harmful species),,137.455374221,-34.8890292469999
1050,Kingston Jetty,2000032,139.846221995,-36.824695376,Ad hoc - South East,Quick scan (presence of potentially harmful species),,139.846221995,-36.824695376
1051,Kirton Point Jetty,2000033,135.886522,-34.729571001,Regional - Eyre Peninsula,Full scan (presence of all species),,135.886522,-34.729571001
1052,Shoal Bay Tunakill 1 (Feb 2026),6000235,137.574869,-35.612787001,Ad hoc - Kangaroo Island,Karenia counts,,137.574869,-35.612787001
1053,Point Turton Fishkill 2 (Feb 2026),6000237,137.35215,-34.9338333339999,Ad hoc - Yorke Peninsula,Karenia counts,,137.35215,-34.9338333339999
1054,Point Turton Fishkill 3 (Feb 2026),6000238,137.35215,-34.9329353009999,Ad hoc - Yorke Peninsula,Karenia counts,,137.35215,-34.9329353009999
1055,Point Turton Fishkill 1 (Feb 2026),6000236,137.35215,-34.934731368,Ad hoc - Yorke Peninsula,Karenia counts,,137.35215,-34.934731368
1056,Hardwicke Bay Fishkill 2 (Feb 2026),6000240,137.451866667,-34.900000001,Ad hoc - Yorke Peninsula,Karenia counts,,137.451866667,-34.900000001
1057,Hardwicke Bay Fishkill 3 (Feb 2026),6000241,137.451866667,-34.899102001,Ad hoc - Yorke Peninsula,Karenia counts,,137.451866667,-34.899102001
1058,Hardwicke Bay Fishkill 1 (Feb 2026),6000239,137.451866667,-34.900898001,Ad hoc - Yorke Peninsula,Karenia counts,,137.451866667,-34.900898001
1059,Kingston Park Fishkill 1 (Feb 2026),6000242,138.514694444,-35.0374166679999,Ad hoc - metropolitan,Karenia counts,,138.514694444,-35.0374166679999
1060,Kingston Park Fishkill 2 (Feb 2026),6000243,138.515305556,-35.0365555559999,Ad hoc - metropolitan,Karenia counts,,138.515305556,-35.0365555559999
1061,Kingston Park Fishkill 3 (Feb 2026),6000244,138.515555556,-35.035416668,Ad hoc - metropolitan,Karenia counts,,138.515555556,-35.035416668
1062,Long Beach Robe Fishkill 1 (Feb 2026),6000245,139.7625,-37.078500001,Ad hoc - South East,Karenia counts,,139.7625,-37.078500001
1063,Long Beach Robe Fishkill 3 (Feb 2026),6000247,139.7625,-37.077602779,Ad hoc - South East,Karenia counts,,139.7625,-37.077602779
1064,Long Beach Robe Fishkill 2 (Feb 2026),6000246,139.7625,-37.0793972229999,Ad hoc - South East,Karenia counts,,139.7625,-37.0793972229999
1065,Port Victoria Fishkill 2 (Feb 2026),6000249,137.481583333,-34.495816668,Ad hoc - Yorke Peninsula,Karenia counts,,137.481583333,-34.495816668
1066,Port Victoria Fishkill 3 (Feb 2026),6000250,137.481583333,-34.494918668,Ad hoc - Yorke Peninsula,Karenia counts,,137.481583333,-34.494918668
1067,Port Victoria Fishkill 1 (Feb 2026),6000248,137.481583333,-34.4967194449999,Ad hoc - Yorke Peninsula,Karenia counts,,137.481583333,-34.4967194449999
1068,Port Rickaby Fishkill 2 (Feb 2026),6000252,137.494416667,-34.671433334,Ad hoc - Yorke Peninsula,Karenia counts,,137.494416667,-34.671433334
1069,Port Rickaby Fishkill 3 (Feb 2026),6000253,137.494416667,-34.670533334,Ad hoc - Yorke Peninsula,Karenia counts,,137.494416667,-34.670533334
1070,Port Rickaby Fishkill 1 (Feb 2026),6000251,137.494416667,-34.672333334,Ad hoc - Yorke Peninsula,Karenia counts,,137.494416667,-34.672333334
1071,Wardang Island Bottom,5100096,137.352,-34.558383001,Ad hoc - offshore,Karenia counts,,137.352,-34.558383001
1072,Wardang Island Surface,5000096,137.352,-34.558383001,Ad hoc - offshore,Karenia counts,,137.352,-34.558383001
1073,Wardang Island 2 Surface,5000097,137.40960016,-34.62286004,Ad hoc - offshore,Karenia counts,,137.40960016,-34.6228600439999
1074,Wardang Island 2 Bottom,5100097,137.40960016,-34.62286004,Ad hoc - offshore,Karenia counts,,137.40960016,-34.6228600439999
1075,Rocky Island Surface,5000098,134.71825,-34.803333,Ad hoc - offshore,Karenia counts,,134.718249999,-34.803332998
1076,Williams Island 2 Surface,5000099,135.91393173,-35.003127,Ad hoc - offshore,Karenia counts,,135.913931726,-35.003126997
1077,Cape Catastrophe Surface,5000100,135.99728304,-34.98654976,Ad hoc - offshore,Karenia counts,,135.997283039,-34.9865497559999
1078,Geltwood Beach,2000034,140.17621887,-37.61604585,Ad hoc - South East,Quick scan (presence of potentially harmful species),,140.176218871,-37.6160458539999
1079,Southend Jetty,2000035,140.11373501,-37.567321,Ad hoc - South East,Quick scan (presence of potentially harmful species),,140.113735007,-37.567321001
1080,Posties Beach,2000036,140.649937,-38.050134,Ad hoc - South East,Quick scan (presence of potentially harmful species),,140.649937,-38.050134
1081,Seven Mile Road Coorong Robs Point Fishkill 1 (Feb 2026),6000254,139.317869554,-35.796330289,Ad hoc - Coorong,Karenia counts,,139.317869554,-35.796330289
1082,Seven Mile Road Coorong Robs Point Fishkill 2 (Feb 2026),6000255,139.307665475,-35.7893098869999,Ad hoc - Coorong,Karenia counts,,139.307665475,-35.7893098869999
