OBJECTID,SiteName,SiteNumber,Longitude,Latitude,Region,Sampling_Type,Location_Notes,x,y
40,McGrath Flat adjacent Rabbit Island,315121,139.386963912,-35.852684672,Regional - Coorong,,,139.386963912,-35.852684672
41,Morella Creek @ gauge,315191,139.65327384,-36.124885637,Regional - Coorong,,,139.65327384,-36.124885637
42,Port Noarlunga,1000023,138.464338643,-35.149274122,Metropolitan,Quick scan (presence of potentially harmful species),Sampled 80m to the south-east of this site from 26 Aug to 31 Oct 2025,138.464338643,-35.149274122
43,Wirrina Breakwater,1000020,138.238579035,-35.4995868089999,Regional - Southern Fleurieu,Quick scan (presence of potentially harmful species),,138.238579035,-35.4995868089999
44,Rapid Bay Jetty,1000019,138.185385936,-35.5213256169999,Regional - Southern Fleurieu,Quick scan (presence of potentially harmful species),,138.185385936,-35.5213256169999
45,Whyalla Marina,5000011,137.591332971,-33.0405713489999,Ad hoc - Eyre Peninsula,Full scan (presence of all species),,137.591332971,-33.0405713489999
46,Port Lowly Marina,5000012,137.783351028,-32.9926872729999,Ad hoc - Eyre Peninsula,Full scan (presence of all species),,137.783351028,-32.9926872729999
47,Black Point,5000010,137.720277456,-32.991385716,Ad hoc - Eyre Peninsula,Full scan (presence of all species),,137.720277456,-32.991385716
48,GSV25_036,5000001,138.049266014,-34.530922932,Ad hoc - Gulf St Vincent,Quick scan (presence of potentially harmful species),,138.049266014,-34.530922932
49,GSV25_066,5000002,138.113410239,-34.6302083699999,Ad hoc - Gulf St Vincent,Quick scan (presence of potentially harmful species),,138.113410239,-34.6302083699999
50,GSV25_090,5000003,138.357557274,-34.674249979,Ad hoc - Gulf St Vincent,Quick scan (presence of potentially harmful species),,138.357557274,-34.674249979
51,GSV25_129,5000004,138.360626376,-34.7492895139999,Ad hoc - Gulf St Vincent,Quick scan (presence of potentially harmful species),,138.360626376,-34.7492895139999
52,GSV25_203,5000005,138.121850268,-34.880493609,Ad hoc - Gulf St Vincent,Quick scan (presence of potentially harmful species),,138.121850268,-34.880493609
53,GSV25_466,5000006,138.440576474,-35.2484788959999,Ad hoc - metropolitan,Quick scan (presence of potentially harmful species),,138.440576474,-35.2484788959999
54,GSV25_517,5000007,138.352800167,-35.351140346,Ad hoc - Southern Fleurieu,Quick scan (presence of potentially harmful species),,138.352800167,-35.351140346
55,GSV25_552,5000008,138.142413249,-35.456717442,Ad hoc - Southern Fleurieu,Quick scan (presence of potentially harmful species),,138.142413249,-35.456717442
56,GSV25_571,5000009,138.205176378,-35.505209248,Ad hoc - Southern Fleurieu,Quick scan (presence of potentially harmful species),,138.205176378,-35.505209248
57,Spencer Gulf Site 1,5000013,137.481947,-33.22442,Ad hoc - Eyre Peninsula,Full scan (presence of all species),,137.481947,-33.22442
58,Spencer Gulf Site 2,5000014,137.471722,-33.239247,Ad hoc - Eyre Peninsula,Quick scan (presence of potentially harmful species),,137.471722,-33.239247
59,Spencer Gulf Site 3,5000015,137.469654,-33.2575239999999,Ad hoc - Eyre Peninsula,Full scan (presence of all species),,137.469654,-33.2575239999999
60,Spencer Gulf Site 4,5000016,137.478715,-33.260413,Ad hoc - Eyre Peninsula,Quick scan (presence of potentially harmful species),,137.478715,-33.260413
61,Spencer Gulf Site 5,5000017,137.482709,-33.244989,Ad hoc - Eyre Peninsula,Full scan (presence of all species),,137.482709,-33.244989
62,Spencer Gulf Site 6,5000018,137.497223,-33.230874,Ad hoc - Eyre Peninsula,Quick scan (presence of potentially harmful species),,137.497223,-33.230874
63,Ardrossan Jetty,2000001,137.925821927,-34.425134348,Regional - Yorke Peninsula,Full scan (presence of all species),,137.925821927,-34.425134348
64,Marion Bay Jetty,2000002,136.984454641,-35.237967528,Regional - Yorke Peninsula,Quick scan (presence of potentially harmful species),,136.984454641,-35.237967528
65,Port Victoria Jetty,2000003,137.479294599,-34.495074464,Regional - Yorke Peninsula,Full scan (presence of all species),,137.479294599,-34.495074464
66,Point Turton Jetty,2000004,137.353048536,-34.933306467,Regional - Yorke Peninsula,Quick scan (presence of potentially harmful species),,137.353048536,-34.933306467
67,Wallaroo Jetty,2000005,137.618210094,-33.926360068,Regional - Yorke Peninsula,Quick scan (presence of potentially harmful species),,137.618210094,-33.926360068
68,Port Augusta Wharf,2000006,137.75869799,-32.490738413,Regional - Eyre Peninsula,Quick scan (presence of potentially harmful species),,137.75869799,-32.490738413
69,Encounter Bay Boat Ramp,2000007,138.598832996,-35.5852825109999,Regional - Southern Fleurieu,Quick scan (presence of potentially harmful species),,138.598832996,-35.5852825109999
70,Port Elliot Jetty,2000008,138.684420176,-35.53520013,Regional - Southern Fleurieu,Quick scan (presence of potentially harmful species),,138.684420176,-35.53520013
71,American River,4000001,137.79085,-35.77803333,Regional - Kangaroo Island,,SASQAP site AR-3A,137.79085,-35.77803333
72,Boston Bay,4000002,135.8986,-34.65716667,Regional - Eyre Peninsula,,SASQAP site BB-13A,135.8986,-34.65716667
73,Bickers Island,4000003,135.9533167,-34.7508999999999,Regional - Eyre Peninsula,,SASQAP site BI-3A,135.9533167,-34.7508999999999
74,Coffin Bay,4000004,135.4743833,-34.61835,Regional - Eyre Peninsula,,SASQAP site COB-1,135.4743833,-34.61835
75,Coorong (COR-8A),4000005,139.165566,-35.7319239999999,Regional - Coorong,,SASQAP site COR-8A,139.165566,-35.7319239999999
76,Coobowie,4000006,137.75245,-35.05815,Regional - Yorke Peninsula,,SASQAP site CW-4A,137.75245,-35.05815
77,Denial Bay,4000007,133.5992333,-32.1271,Regional - Eyre Peninsula,,SASQAP site DB-10A,133.5992333,-32.1271
78,Haslam,4000008,134.1947667,-32.53053333,Regional - Eyre Peninsula,,SASQAP site HA-90A,134.1947667,-32.53053333
79,Kellidie Bay East,4000009,135.4907167,-34.6081666699999,Regional - Eyre Peninsula,,SASQAP site KEL-7A,135.4907167,-34.6081666699999
80,Lower Eyre,4000010,135.9499,-34.6577333299999,Regional - Eyre Peninsula,,SASQAP site LE-1A,135.9499,-34.6577333299999
81,Mount Dutton Bay,4000011,135.4367167,-34.5744166699999,Regional - Eyre Peninsula,,SASQAP site MDB-09A,135.4367167,-34.5744166699999
82,Proper Bay,4000012,135.88075,-34.7883333299999,Regional - Eyre Peninsula,,SASQAP site PB-6A,135.88075,-34.7883333299999
83,Port Douglas,4000013,135.3783833,-34.5461666699999,Regional - Eyre Peninsula,,SASQAP site PD-90A,135.3783833,-34.5461666699999
84,Port Vincent,4000014,137.89155,-34.76426667,Regional - Yorke Peninsula,,SASQAP site PV-5A,137.89155,-34.76426667
85,Smoky Bay,4000015,133.8951667,-32.33841667,Regional - Eyre Peninsula,,SASQAP site SMB-10A,133.8951667,-32.33841667
86,Smoky Bay - Waterwitch,4000016,133.8885167,-32.37596667,Regional - Eyre Peninsula,,SASQAP site SMB-13A,133.8885167,-32.37596667
87,St Peters Island,4000017,133.6883667,-32.21595,Regional - Eyre Peninsula,,SASQAP site SP-2A,133.6883667,-32.21595
88,Stansbury,4000018,137.82555,-34.89845,Regional - Yorke Peninsula,,SASQAP site ST-5A,137.82555,-34.89845
89,Streaky Bay - Blancheport,4000019,134.2298833,-32.7371333299999,Regional - Eyre Peninsula,,SASQAP site STB-11A,134.2298833,-32.7371333299999
90,Franklin Harbour (SWB-1),4000020,136.9359833,-33.70248333,Regional - Eyre Peninsula,,SASQAP site SWB-1,136.9359833,-33.70248333
91,Franklin Harbour (SWB-2),4000021,136.92615,-33.70796667,Regional - Eyre Peninsula,,SASQAP site SWB-2,136.92615,-33.70796667
92,Franklin Harbour (SWB-3),4000022,136.90825,-33.72748333,Regional - Eyre Peninsula,,SASQAP site SWB-3,136.90825,-33.72748333
93,Franklin Harbour (SWB-4),4000023,136.9141667,-33.7472999999999,Regional - Eyre Peninsula,,SASQAP site SWB-4,136.9141667,-33.7472999999999
94,Franklin Harbour (SWB-9),4000024,136.9021167,-33.7395999999999,Regional - Eyre Peninsula,,SASQAP site SWB-9,136.9021167,-33.7395999999999
95,Franklin Harbour (SWB-90A),4000025,136.9048833,-33.75216667,Regional - Eyre Peninsula,,SASQAP site SWB-90A,136.9048833,-33.75216667
96,Venus Bay,4000026,134.6725667,-33.2223666699999,Ad hoc - Eyre Peninsula,,SASQAP site VB-1A,134.6725667,-33.2223666699999
97,Wardang Island,4000027,137.424665401,-34.5070791099999,Ad hoc - Yorke Peninsula,,SASQAP site WI-01A,137.424665401,-34.5070791099999
98,Western Cove,4000028,137.657283333,-35.7276166679999,Ad hoc - Kangaroo Island,,SASQAP site WK-03A,137.657283333,-35.7276166679999
99,Streaky Bay - Hummocks,4000029,134.201416667,-32.718400001,Regional - Eyre Peninsula,,SASQAP site STB-12A,134.201416667,-32.718400001
100,Streaky Bay - Eba Island,4000030,134.240316667,-32.6420833339999,Regional - Eyre Peninsula,,SASQAP site STB-16A,134.240316667,-32.6420833339999
101,Whyalla WH-A Surface,6000002,137.46897,-33.27901,Offshore,,,137.46897,-33.27901
102,Whyalla WH-B Surface,6000003,137.54828,-33.11425,Offshore,,,137.54828,-33.11425
103,Whyalla WH-C Surface,6000004,137.62698,-33.06566,Offshore,,,137.62698,-33.06566
104,Whyalla WH-D Surface,6000005,137.696,-33.02539,Offshore,,,137.696,-33.02539
105,Whyalla WH-E Surface,6000006,137.74773,-32.9967,Offshore,,,137.74773,-32.9967
106,Tumby Bay Jetty,2000012,136.10705408,-34.377459191,Regional - Eyre Peninsula,Full scan (presence of all species),,136.10705408,-34.377459191
107,Whyalla Jetty,2000011,137.593726983,-33.043062301,Regional - Eyre Peninsula,Quick scan (presence of potentially harmful species),,137.593726983,-33.043062301
108,Arno Bay Jetty,2000009,136.576272524,-33.9185064719999,Regional - Eyre Peninsula,Quick scan (presence of potentially harmful species),,136.576272524,-33.9185064719999
109,Fitzgerald Bay,2000010,137.783275708,-32.9926414729999,Regional - Eyre Peninsula,Quick scan (presence of potentially harmful species),,137.783275708,-32.9926414729999
111,Kingscote Jetty,2000014,137.646557213,-35.655797514,Regional - Kangaroo Island,Full scan (presence of all species),,137.646557213,-35.655797514
112,Emu Bay Jetty,2000013,137.5067461,-35.590916019,Regional - Kangaroo Island,Quick scan (presence of potentially harmful species),,137.5067461,-35.590916019
113,Brighton Jetty,1000021,138.512093696,-35.017488075,Metropolitan,Quick scan (presence of potentially harmful species),,138.512093696,-35.017488075
114,Myponga,1000025,138.384517,-35.37055,Regional - Southern Fleurieu,Quick scan (presence of potentially harmful species),,138.384517,-35.37055
115,Hallett Cove,1000022,138.494139,-35.073528,Metropolitan,Quick scan (presence of potentially harmful species),,138.494139,-35.073528
117,Aldinga Snapper Point,5000027,138.433117,-35.2690669999999,Ad hoc - Southern Fleurieu,Quick scan (presence of potentially harmful species),,138.433117,-35.2690669999999
118,Aldinga Beach,1000024,138.456019,-35.263435,Regional - Southern Fleurieu,Quick scan (presence of potentially harmful species),,138.456019,-35.263435
119,Munyaroo MD1,5000019,137.391683333,-33.4365833329999,Ad hoc - Eyre Peninsula,Quick scan (presence of potentially harmful species),,137.391683333,-33.4365833329999
120,Munyaroo MD2,5000020,137.4136,-33.372466667,Ad hoc - Eyre Peninsula,Quick scan (presence of potentially harmful species),,137.4136,-33.372466667
121,Munyaroo MD3,5000021,137.402116667,-33.319466667,Ad hoc - Eyre Peninsula,Quick scan (presence of potentially harmful species),,137.402116667,-33.319466667
122,Munyaroo MD4,5000022,137.455983333,-33.400516667,Ad hoc - Eyre Peninsula,Quick scan (presence of potentially harmful species),,137.455983333,-33.400516667
123,Munyaroo MD5,5000023,137.47265,-33.33025,Ad hoc - Eyre Peninsula,Quick scan (presence of potentially harmful species),,137.47265,-33.33025
124,Munyaroo MD6,5000024,137.468366667,-33.2337666669999,Ad hoc - Eyre Peninsula,Quick scan (presence of potentially harmful species),,137.468366667,-33.2337666669999
125,Munyaroo MD7,5000025,137.417716667,-33.4725999999999,Ad hoc - Eyre Peninsula,Quick scan (presence of potentially harmful species),,137.417716667,-33.4725999999999
126,Munyaroo MD8,5000026,137.34875,-33.4992333329999,Ad hoc - Eyre Peninsula,Quick scan (presence of potentially harmful species),,137.34875,-33.4992333329999
128,Penneshaw Breakwater,2000015,137.944139946,-35.7165978849999,Regional - Kangaroo Island,Quick scan (presence of potentially harmful species),,137.944139946,-35.7165978849999
129,Port MacDonnell Jetty,2000016,140.70264129,-38.0566517299999,Regional - South East,Quick scan (presence of potentially harmful species),,140.70264129,-38.0566517299999
130,Cable Bay,6000019,136.89943,-35.2862699999999,Ad hoc - Yorke Peninsula,,,136.89943,-35.2862699999999
131,Henley Beach Jetty 300 m Offshore,6000020,138.48489,-34.920092,Ad hoc - metropolitan,,,138.48489,-34.920092
132,Henley Beach Jetty 500 m Offshore,6000021,138.4807,-34.920228,Ad hoc - metropolitan,,,138.4807,-34.920228
133,Henley Beach Jetty Surf Zone,6000022,138.492928,-34.9195599999999,Ad hoc - metropolitan,,,138.492928,-34.9195599999999
134,Henley Beach Jetty 1 NM Offshore,6000023,138.470558,-34.9206799999999,Ad hoc - metropolitan,,,138.470558,-34.9206799999999
135,Marino 1,6000024,138.50813,-35.04461,Ad hoc - metropolitan,,,138.50813,-35.04461
136,Marino 2,6000025,138.50806,-35.0452,Ad hoc - metropolitan,,,138.50806,-35.0452
137,Marino 3,6000026,138.5084,-35.0439,Ad hoc - metropolitan,,,138.5084,-35.0439
138,Port Lincoln Salmon Pty Ltd,6000027,136.18889,-35.00861,Ad hoc - Eyre Peninsula,,,136.18889,-35.00861
139,Robe Breakwater,2000018,139.752906137,-37.159328237,Regional - South East,Full scan (presence of all species),,139.752906137,-37.159328237
140,Cape Jaffa Jetty,2000017,139.687927538,-36.939686937,Regional - South East,Quick scan (presence of potentially harmful species),,139.687927538,-36.939686937
141,Seacliff 1,6000037,138.51652,-35.0342000009999,Ad hoc - metropolitan,,,138.51652,-35.0342000009999
142,Seacliff 2,6000038,138.51577,-35.036480001,Ad hoc - metropolitan,,,138.51577,-35.036480001
143,Seacliff 3,6000039,138.5163,-35.033370001,Ad hoc - metropolitan,,,138.5163,-35.033370001
144,Henley Beach 1,6000028,138.49114,-34.914390001,Ad hoc - metropolitan,,,138.49114,-34.914390001
145,Henley Beach 2,6000029,138.49057,-34.913710001,Ad hoc - metropolitan,,,138.49057,-34.913710001
146,Henley Beach 3,6000030,138.49134,-34.9155900009999,Ad hoc - metropolitan,,,138.49134,-34.9155900009999
147,Parham 1,6000031,138.25647,-34.437240001,Ad hoc - metropolitan,,,138.25647,-34.437240001
148,Parham 2,6000032,138.25613,-34.4310400009999,Ad hoc - metropolitan,,,138.25613,-34.4310400009999
149,Parham 3,6000033,138.25672,-34.4337800009999,Ad hoc - metropolitan,,,138.25672,-34.4337800009999
150,Port Noarlunga 1,6000034,138.468806,-35.152999001,Ad hoc - metropolitan,,,138.468806,-35.152999001
151,Port Noarlunga 2,6000035,138.468712,-35.1540410009999,Ad hoc - metropolitan,,,138.468712,-35.1540410009999
152,Port Noarlunga 3,6000036,138.468877,-35.152205001,Ad hoc - metropolitan,,,138.468877,-35.152205001
153,West Beach 1,6000043,138.49839,-34.9421,Ad hoc - metropolitan,,,138.49839,-34.9421
154,West Beach 2,6000044,138.49832,-34.94112,Ad hoc - metropolitan,,,138.49832,-34.94112
155,West Beach 3,6000045,138.49881,-34.9427899999999,Ad hoc - metropolitan,,,138.49881,-34.9427899999999
156,Port River 1,6000040,138.4957,-34.8421099999999,Ad hoc - metropolitan,,,138.4957,-34.8421099999999
157,Port River 2,6000041,138.49604,-34.84345,Ad hoc - metropolitan,,,138.49604,-34.84345
158,Port River 3,6000042,138.49577,-34.84525,Ad hoc - metropolitan,,,138.49577,-34.84525
159,Stansbury ad hoc,6000046,137.84987,-34.9289499999999,Ad hoc - Yorke Peninsula,,,137.84987,-34.9289499999999
167,Aldinga Fishkill 3,6000055,138.4475,-35.31512,Ad hoc - Southern Fleurieu,,,138.4475,-35.31512
168,Aldinga Fishkill 1,6000053,138.44753,-35.31607,Ad hoc - Southern Fleurieu,,,138.44753,-35.31607
169,Aldinga Fishkill 2,6000054,138.44772,-35.31695,Ad hoc - Southern Fleurieu,,,138.44772,-35.31695
170,Largs Fishkill 1,6000047,138.48588,-34.8207899999999,Ad hoc - metropolitan,,,138.48588,-34.8207899999999
171,Largs Fishkill 2,6000048,138.48513,-34.8200399999999,Ad hoc - metropolitan,,,138.48513,-34.8200399999999
172,Largs Fishkill 3,6000049,138.48562,-34.82156,Ad hoc - metropolitan,,,138.48562,-34.82156
173,Robe Long Beach Boatswains Point,6000050,139.752,-37.163,Ad hoc - South East,,,139.752,-37.163
174,Robe Long Beach Middle,6000051,139.803,-37.157,Ad hoc - South East,,,139.803,-37.157
175,Robe Long Beach South Town End,6000052,139.781,-37.165,Ad hoc - South East,,,139.781,-37.165
176,Pt. Clinton 1,6000056,138.01483,-34.2289999999999,Ad hoc - Yorke Peninsula,,,138.01483,-34.2289999999999
177,Pt. Clinton 2,6000057,138.01613,-34.22914,Ad hoc - Yorke Peninsula,,,138.01613,-34.22914
178,Pt. Clinton 3,6000058,138.01423,-34.2298999999999,Ad hoc - Yorke Peninsula,,,138.01423,-34.2298999999999
179,Coorong (COR-4A),4000031,138.997369444,-35.6263238889999,Regional - Coorong,,SASQAP site COR-4A,138.997369444,-35.6263238889999
180,Coorong (COR-12A),4000032,139.327453333,-35.855879444,Regional - Coorong,,SASQAP site COR-12A,139.327453333,-35.855879444
181,Moana 1 Fish Kill,6000059,138.47021,-35.2012099999999,Ad hoc - metropolitan,,,138.47021,-35.2012099999999
182,Moana 2 Fish Kill,6000060,138.47031,-35.20215,Ad hoc - metropolitan,,,138.47031,-35.20215
183,Moana 3 Fish Kill,6000061,138.47011,-35.20061,Ad hoc - metropolitan,,,138.47011,-35.20061
184,North Brighton 1 Fish Kill,6000062,138.51614,-35.0310299999999,Ad hoc - metropolitan,,,138.51614,-35.0310299999999
185,North Brighton 2 Fish Kill,6000063,138.51615,-35.02991,Ad hoc - metropolitan,,,138.51615,-35.02991
186,North Brighton 3 Fish Kill,6000064,138.51624,-35.03196,Ad hoc - metropolitan,,,138.51624,-35.03196
187,Coorong (COR-2A),4000033,138.91596365,-35.5803905399999,Regional - Coorong,,SASQAP site COR-2A,138.91596365,-35.5803905399999
188,Vivonne Bay,2000019,137.184701547,-35.9956994089999,Ad hoc - Kangaroo Island,,,137.184701547,-35.9956994089999
189,Coorong (COR-1M),4000034,138.88048059,-35.5566441199999,Ad hoc - Coorong,,SASQAP site COR-1M,138.88048059,-35.5566441199999
190,Port Clinton Fishkill 1,6000070,138.0281,-34.2286999999999,Ad hoc - Yorke Peninsula,,,138.0281,-34.2286999999999
191,Port Clinton Fishkill 2,6000071,138.029,-34.2610299999999,Ad hoc - Yorke Peninsula,,,138.029,-34.2610299999999
192,Port Clinton Fishkill 3,6000072,138.0296,-34.2275,Ad hoc - Yorke Peninsula,,,138.0296,-34.2275
193,Christies Beach Fishkill 1,6000065,138.4703,-35.1317,Ad hoc - metropolitan,,,138.4703,-35.1317
194,Christies Beach Fishkill 2,6000066,138.47,-35.1333,Ad hoc - metropolitan,,,138.47,-35.1333
195,Christies Beach Fishkill 3,6000067,138.4692,-35.136,Ad hoc - metropolitan,,,138.4692,-35.136
196,Tailem Bend Fishkill 2,6000068,139.4539,-35.2569,Ad hoc - Coorong,,,139.4539,-35.2569
197,Tailem Bend Fishkill 3,6000069,139.4546,-35.2581,Ad hoc - Coorong,,,139.4546,-35.2581
198,Coorong (COR-2M),4000035,138.91306329,-35.5865227799999,Ad hoc - Coorong,,SASQAP site COR-2M,138.91306329,-35.5865227799999
199,Coorong (COR-14A),4000036,139.386535,-35.9103489999999,Ad hoc - Coorong,,SASQAP site COR-14A,139.386535,-35.9103489999999
200,Henley Beach Jetty,1000026,138.49085,-34.9198,Metropolitan,,,138.49085,-34.9198
201,Washpool Rd Fishkill 1,6000073,139.43367,-35.2949,Ad hoc - Coorong,,,139.43367,-35.2949
202,Washpool Rd Fishkill 2,6000074,139.43071,-35.2960899999999,Ad hoc - Coorong,,,139.43071,-35.2960899999999
203,Washpool Rd Fishkill 3,6000075,139.42803,-35.29702,Ad hoc - Coorong,,,139.42803,-35.29702
204,HAB 01 Surface,7000001,137.47,-33.6,Offshore,,,137.47,-33.6
205,HAB 02 Surface,7000002,137.3139994,-33.72501553,Offshore,,,137.3139994,-33.72501553
206,HAB 03 Surface,7000003,137.1575665,-33.84983168,Offshore,,,137.1575665,-33.84983168
207,HAB 04 Surface,7000004,137.0007,-33.97444711,Offshore,,,137.0007,-33.97444711
208,HAB 05 Surface,7000005,136.843399,-34.0988604799999,Offshore,,,136.843399,-34.0988604799999
209,HAB 06 Surface,7000006,136.6856621,-34.22307045,Offshore,,,136.6856621,-34.22307045
210,HAB 07 Surface,7000007,136.5274884,-34.3470756799999,Offshore,,,136.5274884,-34.3470756799999
211,HAB 08 Surface,7000008,136.3688767,-34.47087486,Offshore,,,136.3688767,-34.47087486
212,HAB 09 Surface,7000009,137.4113664,-33.7739022499999,Offshore,,,137.4113664,-33.7739022499999
213,HAB 10 Surface,7000010,137.3525063,-33.9477567599999,Offshore,,,137.3525063,-33.9477567599999
214,HAB 11 Surface,7000011,137.2934185,-34.12156176,Offshore,,,137.2934185,-34.12156176
215,HAB 12 Surface,7000012,137.2341016,-34.2953154699999,Offshore,,,137.2341016,-34.2953154699999
216,HAB 13 Surface,7000013,137.1745545,-34.46901609,Offshore,,,137.1745545,-34.46901609
217,HAB 14 Surface,7000014,137.1147757,-34.64266186,Offshore,,,137.1147757,-34.64266186
218,HAB 15 Surface,7000015,137.054764,-34.8162509699999,Offshore,,,137.054764,-34.8162509699999
219,HAB 16 Surface,7000016,138,-34.4594473999999,Offshore,,,138,-34.4594473999999
220,HAB 17 Surface,7000017,138.056,-34.66,Offshore,,,138.056,-34.66
221,HAB 18 Surface,7000018,137.9900956,-34.83212659,Offshore,,,137.9900956,-34.83212659
222,HAB 19 Surface,7000019,137.9239361,-35.0041894299999,Offshore,,,137.9239361,-35.0041894299999
223,HAB 20 Surface,7000020,137.8575199,-35.1761867499999,Offshore,,,137.8575199,-35.1761867499999
224,HAB 21 Surface,7000021,137.7908458,-35.3481167799999,Offshore,,,137.7908458,-35.3481167799999
225,HAB 22 Surface,7000022,137.7239122,-35.5199777399999,Offshore,,,137.7239122,-35.5199777399999
226,HAB 23 Surface,7000023,138.2,-34.66,Offshore,,,138.2,-34.66
227,HAB 24 Surface,7000024,138.1566392,-34.8369342899999,Offshore,,,138.1566392,-34.8369342899999
228,HAB 25 Surface,7000025,138.1131059,-35.0138219299999,Offshore,,,138.1131059,-35.0138219299999
229,HAB 26 Surface,7000026,138.069399,-35.19066111,Offshore,,,138.069399,-35.19066111
230,HAB 27 Surface,7000027,138.0255174,-35.36745,Offshore,,,138.0255174,-35.36745
231,HAB 28 Surface,7000028,137.9814602,-35.54418679,Offshore,,,137.9814602,-35.54418679
